id,flag,round,status,teamId,serviceId
12,010103UXNUHBDYWJ8W4U9H2GFSP65B5=,1,READY,1,3
87,010A06SCPRLHSA6ZM14049YYJHE56F0=,1,READY,10,6
4,01000317KB3BCTI2WQFRIZ2UFB43469=,1,READY,0,3
44,010503CP1BQ533GG7WK8G60XURX1188=,1,READY,5,3
37,010404YQ9MQ3GY6DZZ9NRW69YG409CA=,1,READY,4,4
19,010202EXY7F2RX7YN1J11KNXE1X7FC3=,1,READY,2,2
26,0103015BFCIZOWTBWL514Q10NQJE96A=,1,READY,3,1
9,010100G55IVCJTOC0PXRETX66B8F670=,1,READY,1,0
7,0100061O37BSW7DPZTHCF5JG81LCAC1=,1,READY,0,6
13,010104697KO7ZJS6ERIQILFTRZX5C43=,1,READY,1,4
73,0109008CL28G9GIFU1N3GEYO9CB767E=,1,READY,9,0
38,010405YWTILYQULY7WYMBK4MMWT1DE6=,1,READY,4,5
81,010A00H1G1HPWV7C50RCS9DVA0C529F=,1,READY,10,0
60,010703XJ01THVI6VBATVI7GAW7E218C=,1,READY,7,3
65,010800B70NHGV2O5T4RJNZKVYDI226C=,1,READY,8,0
62,010705BECFQWMBVPTPI98A94XTLCDE2=,1,READY,7,5
36,010403JQVNX8AIIY0YPS4CVVBJ177A8=,1,READY,4,3
52,010603WVDVI3TDOKDDSPET6ZOCF5F20=,1,READY,6,3
51,010602YBSJQ5TZN1Y18KN00A25P493B=,1,READY,6,2
92,010B03LBKFTNZSJIK2XTXXXSJINE973=,1,READY,11,3
31,0103065Q1R9OF1J8FRU6RTWUIKIF9B9=,1,READY,3,6
3,010002D48GIHT3A05XSSRE331H64119=,1,READY,0,2
69,010804AD0GTFEC2M8TBLIYRGEOTE3C1=,1,READY,8,4
40,0104074CP7Q6J8BDPML2W5D43D5CDEA=,1,READY,4,7
45,0105046NKMZ8CPR4FDMZPDWY9CFC5E8=,1,READY,5,4
27,010302BAP1YR6SSXATISG9NGD29CD99=,1,READY,3,2
76,0109038C5KHL01M0DF952FARYX1ADD9=,1,READY,9,3
56,0106077UB6D4Z3Y37410H9QAW4N8664=,1,READY,6,7
18,010201HL8MWZHMFAJKV9KKBU3Z92915=,1,READY,2,1
8,010007V7UQM2BO0BYAOO7RQTXG6A963=,1,READY,0,7
84,010A032YA2EEBJTQLMZVJIWICTZ47E3=,1,READY,10,3
35,010402SHAGJ0DBCG3FRMYSIFCV7051A=,1,READY,4,2
41,010500QMV6VBCMN8U8HVC9DN9VG58B0=,1,READY,5,0
30,010305L55DVG2KCMREQEOVR67K84150=,1,READY,3,5
22,010205NJWV4R3NR49JJM1XC19KI03AB=,1,READY,2,5
59,010702KRTV7ZQWDKZRVPSJWHFHBA00C=,1,READY,7,2
50,010601T7VRLQ7DVHLEAV5KU63HC1201=,1,READY,6,1
55,0106067JZYD5RLV2FEQMOQ5K5DT9E71=,1,READY,6,6
57,010700NWBLD540LYWE0ZVX2I32QBC80=,1,READY,7,0
74,01090121LW2YEPZIEP2UY5SYQZM45FE=,1,READY,9,1
63,0107061BR4PX6ZM41I7D40F9MC9E70C=,1,READY,7,6
86,010A05DLANHIC7I1V2KUCMTEDSZ4C44=,1,READY,10,5
936,040207SOEBGZ0DPCQS4M41X7PY29F1D=,4,READY,2,7
118,010E05BHWZ0Q2WG40A8MN11ZR1TD025=,1,READY,14,5
175,010L062E51AUKTMLB67VWNH6MXL251C=,1,READY,21,6
143,010H0682C5NYRAUD0I0569KJW197DEB=,1,READY,17,6
167,010K06AWDD9ZXV20XTWN47BJ6MPA2C5=,1,READY,20,6
189,010N04OTK7GKFHYSDVOE52UCY9IACA3=,1,READY,23,4
117,010E04SXVV7PCQGH92TGETC340N8F5E=,1,READY,14,4
192,010N07SMGACI3U0UCNKD7Q7THLB7425=,1,READY,23,7
114,010E016VFR4OO4LXD17YDU7PS5320AD=,1,READY,14,1
193,010O00GPFREVR5LB3U3E9VEIRZ2ADAF=,1,READY,24,0
102,010C050FVRZMLIR7B1IOO6A8OVSD05A=,1,READY,12,5
179,010M023F6UWZ4UBDYNHSLZO03EAED14=,1,READY,22,2
100,010C03E2UTLAZVWH2JA5QIA332U0843=,1,READY,12,3
125,010F042OR97TMSUVPMOA1RS6DEL76DE=,1,READY,15,4
146,010I01VH2A7IF4JGPMRAZ19CMLP071A=,1,READY,18,1
106,010D015PHT71X3K7EHQUCV5RIHS2AF2=,1,READY,13,1
129,010G00WA0LVIC5ORFNLGGG1OAXMC8FE=,1,READY,16,0
181,010M04ZFQDJLLEYCBV3RKMQVCX9A1C5=,1,READY,22,4
171,010L02HY8BNWMZNT224EI0HOMCPDF5F=,1,READY,21,2
133,010G0462GBS5RTEUY0PN7G2UMLCE175=,1,READY,16,4
165,010K04FN1EOVTPHAZ0FP33B2M1KA37D=,1,READY,20,4
121,010F001F4NEZBU7JF9P9GJVYH0N4361=,1,READY,15,0
124,010F0387E4XL18P2S4TBHT9DIKAF20F=,1,READY,15,3
115,010E02CFF01UU3QU3FSVCSWGCY1B0D7=,1,READY,14,2
139,010H02GWVE9XCGH3KKBBPL7PLNLF740=,1,READY,17,2
187,010N02OTB31GMFNUR8BI8DPZYFHAEB7=,1,READY,23,2
109,010D04UP5YD3NWRCL5PSLEJK8XJED41=,1,READY,13,4
161,010K00EKKDUYSVH6ST3T9TW4LME6B7E=,1,READY,20,0
169,010L00BUNK2CDE912PW7NAPMX5126A5=,1,READY,21,0
145,010I00KEBV11M4C1ZIIU8MB4JG896C0=,1,READY,18,0
178,010M01LVEQTK37R85W9VOW19W9C2921=,1,READY,22,1
112,010D07KEIHMGBHECYKGNULRIN5087AF=,1,READY,13,7
162,010K01F60HJRY9I5TB7J9YDUYXC7FF3=,1,READY,20,1
150,010I05PBC56SRM3EP4RXV478N23522E=,1,READY,18,5
164,010K03IY6YBAS6BSI71P5Z1BQJ0C6C3=,1,READY,20,3
176,010L07UJ53BM2U945FVEVD20KTIEF2C=,1,READY,21,7
110,010D05WWPIBYOB9ORVHXTPD76Q54013=,1,READY,13,5
174,010L055WEJZM0SRWCQRCRZIFB9K6909=,1,READY,21,5
122,010F01VE7FI8VL3V4ABZ7155OR0FAB6=,1,READY,15,1
156,010J03G8OEPKA8ZTJ5FJ73VAVDS361A=,1,READY,19,3
172,010L032EBG5AB7P8CIIBN16UNVR2C29=,1,READY,21,3
170,010L01V6T2GK50AK65B8ABIXNWY7968=,1,READY,21,1
151,010I06AMG6N2HD160VWQR3MAP9722B2=,1,READY,18,6
131,010G02BT4UMJLNVT4HXYNRMKO6VEF12=,1,READY,16,2
180,010M036XXY8U7KRJYZN0YT6EWR579CB=,1,READY,22,3
184,010M07ZHJ8KIZSCWO8VDXXHREOUBCD3=,1,READY,22,7
103,010C06CXGW8NLVEZPCW2L0HZ6DU5E91=,1,READY,12,6
104,010C071X4UCH2U533PK9NA6B1B9D79D=,1,READY,12,7
113,010E00MH74BYTW54GS0QO6WVRLK8A9E=,1,READY,14,0
140,010H03GW0M0BCSFIN0EKVYSKBJYC4DB=,1,READY,17,3
98,010C01TU13FT42YGRKW5V3LODGM8F78=,1,READY,12,1
107,010D0265VJ7MFCR5YLQWYP639YP5671=,1,READY,13,2
134,010G05WGLQ84ZAR4BJ4UG8TKDF7FFB6=,1,READY,16,5
152,010I077Q5MG9LOC0KPOJYFKUCLQBFBD=,1,READY,18,7
120,010E07C9EM9XCJSI39JO0E67GYF7686=,1,READY,14,7
168,010K07ZMI85SXTPSLFEEV7O7UYE7A94=,1,READY,20,7
101,010C04769ZUTQ30G5IKQ4QUFLRD6A1D=,1,READY,12,4
159,010J0626FMFQLMODQCSIA56AMD374D2=,1,READY,19,6
142,010H05GWJ2T8NMAPVP8CNP70J175212=,1,READY,17,5
183,010M06VXFVUD95YCCPYSU254TSPCB62=,1,FAILED,22,6
126,010F05J1A1SU8OR1DHD67FI4JIV449B=,1,READY,15,5
128,010F07WLXBN8HORHNV5XM1JW1A52D5B=,1,READY,15,7
141,010H0437311K2R2C97RNJUYTKT79002=,1,READY,17,4
157,010J04QIHOCH5RC4M2KD9N4XDQW52DC=,1,READY,19,4
191,010N067366E87G8QD9UGZRAGZ2AAD47=,1,READY,23,6
116,010E0353TAEWABZ38Q45243TK9V1B31=,1,READY,14,3
130,010G010OO9Q6OZT6AZOJM4GFJR9CE0F=,1,READY,16,1
136,010G07RO5ZHEUEKP6ZO2DLIQN8TDE81=,1,READY,16,7
166,010K05GLDE2QNBFMV790GGGTDNY60AC=,1,READY,20,5
173,010L04MSRX74MCMQY2D9IZRZZBGCAA9=,1,READY,21,4
99,010C02G42UH9J7QWFIFIOOPM1J56969=,1,READY,12,2
135,010G06XCJ95NHQUOHLGKJ2R3QTZ621D=,1,READY,16,6
138,010H01BYSLLPQN3YB9SNXWGOFQMC360=,1,READY,17,1
144,010H079TCTMQ41FVGQBLRLRD43K1615=,1,READY,17,7
132,010G03HSZH7KB4W3HW6V38U039L4DDA=,1,READY,16,3
108,010D03EK0Z9KUFUGW2OP2VQTFPJ506D=,1,READY,13,3
153,010J00E4S6KQGHGF6UP8BS29GYY0FB8=,1,FAILED,19,0
149,010I04WQTTVRXATSGEUFOE35S5R8431=,1,READY,18,4
163,010K02S7K6PA9YL5C96FGKZBZSTAECE=,1,READY,20,2
155,010J02AF4GXZU3EVYV91WGEZL854BFC=,1,READY,19,2
158,010J059OLAQRHDFJFUZOB1VN7NY55F6=,1,READY,19,5
148,010I035UGLXBWXZZ1PKVMMJ8ZRE7689=,1,READY,18,3
160,010J07064SB10KR82LATE24FKY73102=,1,READY,19,7
154,010J01BVW5XBX6QSN95Z308SFTNEF25=,1,FAILED,19,1
182,010M05J5D54UR332IQOC7VKYTUG9F0E=,1,READY,22,5
194,010O01PT5KYEJ5DS5WHI2UK9WNW3EF1=,1,READY,24,1
185,010N008NSA6QMERP4WZSCP52LK2B12B=,1,READY,23,0
111,010D06M1T8G6UDM9900G2IL7BLMC961=,1,READY,13,6
119,010E064G3UZF9IDKZKUSOJOLO0F0993=,1,READY,14,6
190,010N05A38YAGWCSPPWEER8R9GBI6B9D=,1,READY,23,5
127,010F06K6N90N6PFN8V1HH0CO6WC7D6E=,1,READY,15,6
123,010F02W9KTYBY0C7VFMFJPFQRRU8F8F=,1,READY,15,2
969,040700I23IGAIM22TWXTD9V4JME2144=,4,READY,7,0
262,010W05ACU1GB3OKLVWYK0XT84V42B34=,1,READY,32,5
225,010S00AZDC74FJNIXVYR0S4D5Q70896=,1,READY,28,0
216,010Q07LGVB89SI5JQ7LHN0X2VVECFFB=,1,READY,26,7
280,010Y07DT31RTS8IQK5HQU130E26BE24=,1,READY,34,7
231,010S06WVMVZY0F0O7O992DPU0HM9E3C=,1,READY,28,6
288,010Z079Q03DYVPAO51CKKGYFPWK859F=,1,READY,35,7
219,010R02I2XJ4U0C5284II95CGY6ZF67F=,1,READY,27,2
207,010P06G9YXT83UZ3MAO8GMS3TQ7F99D=,1,READY,25,6
222,010R050FK8WUXTGCKX6I7TRKWPI42E6=,1,READY,27,5
215,010Q06XNJNV1UU7A93NBA9RL6HGF330=,1,READY,26,6
279,010Y06ILD4CWKP5UD1SIO6ZRS0N1CBE=,1,READY,34,6
276,010Y03LDF6J6ITWA37YSUK3J1GW893C=,1,READY,34,3
281,010Z00PGS63X5ZJ349PJFQDXF4N096A=,1,FAILED,35,0
213,010Q04NWDYN72I0N8OLYQGX9U0P03B5=,1,READY,26,4
226,010S01L1WMRC88W5SH6GSCP4W4O801C=,1,READY,28,1
259,010W02VE26HYIVM4GJZDTGNXGGND616=,1,READY,32,2
209,010Q00BKL61F4BMAYQH94J1SABXFCC3=,1,READY,26,0
249,010V00W7JBP6ZWQ2YGXLGX1406HE6F7=,1,READY,31,0
253,010V04MYFX08LHEYE1EGGYLSRT93CA9=,1,READY,31,4
238,010T05C92UK9WOEV0UIQQ5S13LW018A=,1,READY,29,5
244,010U035OVJ8MUK73NPDL7TB8G0RD07C=,1,READY,30,3
283,010Z02JYSY8B80OXHYH4U58NTKK0E43=,1,READY,35,2
273,010Y008HBEF8PB52ZOP8ZJ7P91SED01=,1,READY,34,0
228,010S03D1HU8PKYW4OBRKTP171VT1C4A=,1,READY,28,3
257,010W00KDSB7T5SDNDM5PO2S1F5Y9C61=,1,READY,32,0
227,010S022FDYVT65GM904VM1AS6MA842B=,1,READY,28,2
198,010O05DM66XZ6BTBQMYGEHTGSXEC4AB=,1,READY,24,5
224,010R070TIYCTVETD8M66E8PQK7G6FA9=,1,READY,27,7
195,010O021E1053N2MUP4OW663S34LCE38=,1,READY,24,2
277,010Y04BAABTQDBAOFZF9ECMGCNR61FD=,1,READY,34,4
268,010X031NHKJLFVIZ0IXA36BDCXAD54E=,1,READY,33,3
211,010Q02RPAQ4HD49B3VKN3YXXN8H2EB5=,1,READY,26,2
233,010T00WJ5MFIJIXCSCF1T6A6KDF8C61=,1,READY,29,0
240,010T07PM9L4DWVXQPJVPFS05TG71E6C=,1,READY,29,7
232,010S07SAVJX689UOWSYTGBYK0ZYA0B3=,1,READY,28,7
254,010V05ZRPG43S4442QINMHIUAJKB4B5=,1,READY,31,5
286,010Z052Z4129RPBLM13NAW3LVTG2C76=,1,READY,35,5
214,010Q0590K0KGOME4OGS4MBQ5G0Z3D32=,1,READY,26,5
210,010Q01N6148BQ5VHEJYC7EMNSIIC418=,1,READY,26,1
245,010U04CUHCUXZVURFPVCI6FR7ZU4A76=,1,READY,30,4
221,010R04WR3N2LJDCND0A8QWIW11F8520=,1,READY,27,4
247,010U06SBNVZW3RVIF33O9ANQAVZ63C5=,1,READY,30,6
229,010S04AEHRINYQ22AH2ORYBW2AE72BA=,1,READY,28,4
272,010X07UF3YESWOH0BMIKXQRDEQO4A80=,1,READY,33,7
291,011002P8IA8HQFSSG5FU7VL5B0OCBD4=,1,READY,36,2
199,010O06M5UTVRKQANK0I6EHSLKOIF4AA=,1,READY,24,6
202,010P01KZ5UV5PXPFFPCBGRBEQPA47E6=,1,READY,25,1
264,010W07WTJJCIEEAWSBL6NDT2F661022=,1,READY,32,7
275,010Y02OS3EO7QPPDELVN7LFAVR22B56=,1,READY,34,2
218,010R01WH416UNOVQ3GF2FM7H0WXAA34=,1,READY,27,1
260,010W034VTVKNUFY43JQ8QGISCBT4F66=,1,READY,32,3
241,010U00RMXNJYVMB8CQBNQIYPYCUBA58=,1,READY,30,0
217,010R00RNZBSGDGV5ZVGSN0R8V0D8B0E=,1,READY,27,0
237,010T04NLKT2SGHX333DH43525WNE077=,1,FAILED,29,4
242,010U01Q3GPRGRQF01EVGMSFDMEZD98F=,1,READY,30,1
220,010R03WW482G3SDZC7DN5IROVE4E827=,1,READY,27,3
266,010X01Y22LBIPAU920Y4X1VG1S2246D=,1,READY,33,1
204,010P03HVWBMWF31MOJMAOH3O7YH02D3=,1,READY,25,3
289,011000ODG502UIAC9TLYH8J3U4YBB2B=,1,READY,36,0
230,010S0542K4VRE0K9P9JK9DEV8E48FB5=,1,READY,28,5
235,010T02F419COXTRU5BGQ8VQJ6EEC40E=,1,READY,29,2
263,010W06OP440HG9DQ9P6LSFOJK2F9387=,1,READY,32,6
246,010U05EEA444J93AGQCCAUB8E05E2C2=,1,READY,30,5
208,010P076LFWTW6KA3WWX9MUGER5K4B0A=,1,READY,25,7
271,010X06PCUO4P80VTVSDJRGLZBGB2B68=,1,READY,33,6
256,010V07D8J1BSEE9YW572CY48VRR6B95=,1,READY,31,7
261,010W04GMG6JCDDW1WPZPDBH5CSU54BA=,1,READY,32,4
196,010O03G1IZBN7MQPARIHPTE766LE426=,1,READY,24,3
197,010O04W3T1VQC2VC2B168UN86O6D407=,1,READY,24,4
212,010Q03I9Z4U6YJQZHPLBVH1TOHQ66D2=,1,READY,26,3
290,011001XE5MD9DII9SWP0X7GPAQW38DE=,1,READY,36,1
284,010Z039IJALO5ETR8S1OZJS1AG9AA69=,1,READY,35,3
234,010T01CG35JUMZDT8YTK40PABOKF1D7=,1,READY,29,1
258,010W01SD3ZOBFY89BT55UZ01RY3D4A2=,1,READY,32,1
243,010U02NEYUJF6E7KPB8F1XEFLBV55B3=,1,READY,30,2
278,010Y05NQXYEG6ZP7VZHGQH6J9PO7111=,1,READY,34,5
205,010P040BYEDTHM8X9EU1WK7BTBC9C95=,1,READY,25,4
255,010V06SN3NQVZU4PKT5JTNN1FHOA4DF=,1,READY,31,6
270,010X05VDHYWWGGKTJJ9WJ0E9LPHC8B5=,1,READY,33,5
201,010P0025D7EQWO0W23EJR1837TO0A67=,1,READY,25,0
267,010X022QVZQHZZ7AG15MB7CPWN78C58=,1,READY,33,2
252,010V0309U5FEC10G7PYSISO6E4R2831=,1,READY,31,3
285,010Z04N7715K87SX3S4E6ZVB314FBAC=,1,READY,35,4
287,010Z06Y3ADBSI0ID8DBDVFHMQOYA04E=,1,READY,35,6
200,010O07XQNTHELQ4ERANS7CU20U50107=,1,READY,24,7
203,010P0258RNLN8GZ1M2SW1SCBLAN1907=,1,READY,25,2
250,010V01BTX52GBZUG5T1QT9N0ECSDA62=,1,READY,31,1
206,010P05EU883CAMHCUOW5SYYDKQG367E=,1,READY,25,5
239,010T06QTG0VQ14Y8H9YUPAYIIT9C92C=,1,READY,29,6
248,010U076H3GAVN9B34IUXN4KSF1B87A0=,1,READY,30,7
251,010V02QBOYUFFQHR6Y68XZPNE0M685B=,1,READY,31,2
66,010801GBLPN6Z3WTX8DP3SDDK1RB1BD=,1,READY,8,1
49,010600VXBKB0CR24LT7J712EFU42454=,1,READY,6,0
265,010X00SGY7AXMNIW9C6D90KFF5GDBDF=,1,READY,33,0
188,010N037Y8PDJDYLKLMQRUL3GYCE23F7=,1,READY,23,3
223,010R06MI830HDZ7DWJ4BDUD3NM74634=,1,READY,27,6
303,01110672MPZRZBSMYIROTP9GQOR203C=,1,READY,37,6
137,010H00BHCMKWCQ0NBW16EN78TYL4DC8=,1,READY,17,0
299,011102551LS65L6JRYR8B05AJRCFF4B=,1,READY,37,2
301,011104W77VUPCB2QX0J92MLMM8D7A53=,1,READY,37,4
177,010M0019JFWTHFSMUGI70LONM3971E6=,1,READY,22,0
282,010Z01ZRWEGA96XJ1KYXKTR46QA90D7=,1,FAILED,35,1
21,0102046LMV73E32S3TQMPG39UUD0300=,1,FAILED,2,4
293,011004CKAB5MVZEPFM0RYK24FIH22AA=,1,READY,36,4
236,010T036YIN3XJJQARL5O43W8Q8CF047=,1,READY,29,3
186,010N0152J7CGLF33DGJN4SINPEV9E10=,1,READY,23,1
302,01110511I1M8XH38OXRAEGGL67IC08F=,1,READY,37,5
298,011101766GKSIQOSE1LO6ML5OTD6B1E=,1,READY,37,1
43,0105029HMM0YSOLIKEF7SIQ6UCIA47D=,1,READY,5,2
300,011103LYKMVBM3IMLN6KEU5VLEYA50B=,1,READY,37,3
304,0111072RHTHSKV9YCECVHKA5ZRXC8B7=,1,READY,37,7
269,010X04DI6CPMOACZKQFC0BGZX9K590B=,1,READY,33,4
297,011100E5U8MLIBR49ZQT2ZCTPFO49B0=,1,READY,37,0
294,011005IMW2C28WYP5PZQTIYLLX0A4B0=,1,READY,36,5
147,010I02ZYOV3T5RFIR5QZQ5AZ9KC51BF=,1,READY,18,2
10,0101010Q2IF5LOELCD9DWH86DEJ49B7=,1,READY,1,1
296,011007CWVAWX6MD0DXKBLENBK1E0745=,1,READY,36,7
292,011003HWAZBYT0QN5NACH5A7ERM3A45=,1,READY,36,3
295,0110062CX237SLW5XR1K4RIX2NTD929=,1,READY,36,6
34,010401RPRHJBNXR5PFXHDD3PYPB6709=,1,READY,4,1
274,010Y01ZYKB7FYUSXRCM84U4BSKK63C8=,1,READY,34,1
105,010D00WVPJUHGGU613DSQARF2LQFEDE=,1,READY,13,0
1107,040O02EV8UH9H0Q0D7M1YYPBW409D58=,4,READY,24,2
326,020205KGOT6OBFKH56H9ESRCF5SF094=,2,READY,2,5
351,020506FXTYGQN55ZJ4P9XREFZXT90C0=,2,READY,5,6
319,020106UZ66WVDDI9OJIWEB8Q84T9F72=,2,READY,1,6
364,020703IFI0YSZ9FKLXFKKT7NN5M75C7=,2,READY,7,3
341,020404NAB4MZ8MCTU2V7BFT5SFEA75C=,2,READY,4,4
310,020005J3A4LP1V2IQZRBGGH8LXH4B7A=,2,READY,0,5
342,020405XIJPQ97TYZE9649O4FAGH23B5=,2,READY,4,5
349,0205044F5GEK1H4UDRX5TZ4NZTVA469=,2,READY,5,4
368,020707LC02HDF8G79HZOU4EX4KG41DD=,2,READY,7,7
339,020402689IDV2YV2SO22BUGUV9W1273=,2,READY,4,2
316,0201033RZAEJ6DNM3OUUKOA3W478ECD=,2,READY,1,3
367,020706Z5Z8U54I68ZS3P0Z2APLD9A68=,2,READY,7,6
336,020307PNYIYHDJOMWZF4R394DPZA9E2=,2,READY,3,7
332,020303JGXCC5TV4WKL7UHH7TQ7N19BF=,2,READY,3,3
335,020306OFM4KO6ZB1COG0CH1G789FC63=,2,READY,3,6
361,020700PIAL7TXQ6681DNWYKSADD6707=,2,READY,7,0
322,020201HMPLGJE9VJ9WDJ7NRO6Z5ADB3=,2,FAILED,2,1
311,020006FQHJ1GLLREY7WULSORVJI85C6=,2,READY,0,6
352,020507CTGIYAT3BF0A80F89Y3SW6619=,2,READY,5,7
356,020603IU37WFJKTXMD2XW7NFJ2N0C1B=,2,READY,6,3
329,020300217T95ZS7LIC0QARCURU1E422=,2,READY,3,0
315,020102OJHZSINH9TTMO1IMXEQS8660F=,2,READY,1,2
347,020502OAC3EJ8YDNYSGX2PA1JYTE2A6=,2,READY,5,2
327,020206FGBGDNRSN26DIBYBUCJNBD84F=,2,FAILED,2,6
360,020607RRM8F8HHPDR3YQEAI3GT90AE1=,2,READY,6,7
346,020501CSJBZCP3QPAZT2HZN0JSGDA36=,2,READY,5,1
345,020500KWAFSCITLYIBF69FLMME0062E=,2,READY,5,0
328,020207Q97DYRUIU8F25TM4THVHG0214=,2,FAILED,2,7
353,020600RLP7FNCN3Z0YU8XHQHGAPC341=,2,READY,6,0
318,0201052JJQPL7DYNV2LRZ3MCFYQ2025=,2,READY,1,5
350,020505J7XEZ86Z0SNN3MSQF7AGDE035=,2,READY,5,5
343,020406Z0HEFFYJORVZ7DXJNESF121DF=,2,READY,4,6
359,020606JVQKWYP9DFAZ4EA4WSZE31EE8=,2,READY,6,6
363,0207024TSDJKO2GIPT63PTB2MUA0C87=,2,READY,7,2
305,020000TA7RIKJMUH5KWP5IORL8IDCC8=,2,READY,0,0
323,0202027QT1NFOEOHQ6NKFYZHOU861C9=,2,FAILED,2,2
338,020401JVC52Z2W9M7J58YION4CJC85F=,2,READY,4,1
337,020400SMHN4DCREAI0KVFB731A6A0F7=,2,READY,4,0
331,020302RPYOJPJUF3OU6MIET1COB7A01=,2,READY,3,2
308,02000357HN37D58YPXVJCNXDXOB1A9C=,2,READY,0,3
317,020104T8F19FPZA6M88AJTO1TOYDB9E=,2,READY,1,4
334,020305WXSIOJKXHRVWEO20GYHG5A4BF=,2,READY,3,5
309,020004PY7MUVORTD9PZ4B4H2TSIED03=,2,READY,0,4
324,020203OO8EFECGXJLUAXX9FIUWT9B61=,2,FAILED,2,3
357,020604ZKWTN5N0DLXJR78VRKME9C3DF=,2,READY,6,4
340,020403WRG94Z8ACJ4Q2TU4G982C2D7B=,2,READY,4,3
333,020304417KOQX9QNKAN5ZI4LECW35D4=,2,READY,3,4
307,020002JMT693DG8VS8B8UEH8LV873CC=,2,READY,0,2
325,020204TXJZFXB4L1AZWEBJRSYQDA959=,2,FAILED,2,4
362,020701GPJ1Y4YTHNDIE7EJD3O3L614B=,2,READY,7,1
314,020101612P5CNRT35GW59W4HJTU2A13=,2,READY,1,1
313,020100C69XCH4PIZMP99W8LR0U7F780=,2,READY,1,0
306,020001OH5Q6VL1A7ZJP897HR26M18BC=,2,READY,0,1
354,02060106J6NY8MVMYZ0MGHJG3F08694=,2,READY,6,1
